Solution_ID,Text
464,"Formation d'un chauffeur à l'éco-conduite, Ecoconduite"
466,"Covoiturage domicile -travail, Covoiturage"
468,"Responsable de parc de véhicules de l'entreprise, Gestion et pilotage"
469,"Entretien régulier des véhicules, Maintenance"
470,"Vérification régulière de l'usure et la pression des pneus, Maintenance"
471,"Analyse des différents types de déplacements professionnels des salariés, Covoiturage"
472,"Véhicules adaptés aux déplacements, Gestion et pilotage"
473,"Plan de mobilité ou un plan de déplacement entreprise, Covoiturage"
474,"Encouragement à l'usage des transports en commun, Covoiturage"
475,"Suppression des poids inutiles des véhicules quand cela est possible, Matériel roulant"
476,"Plan de livraison et système de gestion de remplissage des véhicules, Gestion et pilotage"
478,"Réduction des déplacements professionnels, Covoiturage"
479,"Prise en compte la consommation de carburant comme un facteur déterminant dans l'achat d'un véhicule, Matériel roulant"
480,"Arrêt des moteurs lors des pauses, Matériel roulant"
481,"Véhicule électrique, Matériel roulant"
482,"Etude d'optimisation de l'usage de la chaleur au sein des procédés, Gestion et pilotage"
483,"Optimisation de la régulation des procédés thermiques et des températures de veille, Gestion et pilotage"
484,"Vérification régulière de l'état général des process thermiques, Maintenance"
485,"Contrôle de la performance des échangeurs, Récupération de chaleur"
486,"Vérification de l'adéquation des cycles thermiques avec les produits, Séchage"
487,"Formation du personnel à quantifier les coûts énergétiques, Gestion et pilotage"
488,"Comparaison des process actuels avec des process performants, Gestion et pilotage"
489,"Infrarouges pour chauffer, cuire, sécher, gélifier, coller de manière directe et localisé, Séchage"
490,"Micro-ondes et hautes fréquences pour chauffer les produits., Gestion et pilotage"
491,"Ultraviolets pour chauffer, cuire, sécher, gélifier, coller de manière directe et localisé, Séchage"
492,"Récupération de l'énergie des buées lors du séchage de la vapeur, Récupération de chaleur"
494,"Prétraitement mécanique pour les produits à forte teneur en eau., Séchage"
495,"Concentration d'un liquide avant de le sécher, Séchage"
496,"Chauffage par induction, Gestion et pilotage"
497,"Bains de traitements chauffés par TIC (tubes immergés compact), Gestion et pilotage"
500,"Optimisation et vérification des équipements, Réseau"
502,"Profil de la demande d'air comprimé, Ajustement production/besoin"
503,"Pompes à haut rendement, Pompe"
504,"Arrêt des ventilateurs inutiles, Régulation"
505,"Captages spécifiques pour les pollutions localisées à la place d'un système de ventilation générale, Gestion et pilotage"
506,"Recharge en fluide frigorigène si nécessaire, Réseau"
507,"Régulation du débit du fluide frigoporteur, Régulation"
508,"Arrêt des moteurs inutiles, Ajustement production/besoin"
509,"Identification des systèmes inefficaces, Ajustement production/besoin"
510,"Dimensionnement correcte de la roue à aubes, Gestion et pilotage"
511,"Ajustement des bagues d'étanchéité, Maintenance"
512,"Arrêt des pompes inutiles, Régulation"
513,"Gestion quotidienne du fonctionnement, Gestion et pilotage"
514,"Réactance en série pour limiter les harmoniques, Gestion et pilotage"
515,"Résoudre les problèmes liés aux coupures de courant, Gestion et pilotage"
516,"Détection des fuites éventuelles de diélectrique, Transformateur"
518,"Test d'isolation électrique, Transformateur"
529,"Lave-linge domestique de classe A+, Réseau"
530,"Réfrigérateur domestique performant, Gestion et pilotage"
531,"Luminaire avec ballast électronique pour parties communes, Luminaire"
534,"Formation des acteurs professionnels du secteur du bâtiment aux économies d’énergie, Gestion et pilotage"
535,"Ingénierie d'accompagnement des entreprises et artisans du bâtiment pour réaliser les objectifs énergétiques du Grenelle de l'environnement, Gestion et pilotage"
539,"Chauffe-Eau Solaire Individuel (CESI), Production"
543,"Chaudière individuelle à condensation au gaz, Chauffage"
544,"Chaudière collective à condensation, Chauffage"
545,"Chaudière collective à condensation avec contrat assurant le maintien du rendement énergétique de la chaudière, Chauffage"
546,"Chaudière individuelle de type Basse température, Chaudière"
547,"Chaudière collective de type basse température, Chaudière"
548,"Chaudière collective de type basse température avec contrat assurant le maintien du rendement énergétique de la chaudière, Chaudière"
550,"Régulation par sonde de température extérieure, Chauffage"
551,"Appareil indépendant de chauffage au bois, Chaudière"
552,"Chaudière biomasse individuelle, Chaudière"
553,"Chaufferie biomasse, Chaudière"
554,"Chaufferie biomasse avec contrat assurant le maintien du rendement énergétique de la chaufferie, Chaudière"
556,"Plancher rayonnant électrique avec dispositif de réglage automatique, Chauffage"
557,"Robinet thermostatique sur radiateurs, Chauffage"
558,"Programmateur d'intermittence pour un chauffage individuel à combustible, Chauffage"
561,"Système de comptage individuel d'énergie de chauffage, Chauffage"
562,"Chaudière individuelle à condensation au fioul, Chauffage"
567,"Ventilation mécanique contrôlée, simple flux hygroréglable, Ventilation"
568,"Plafond rayonnant électrique, Chauffage"
569,"Pompe à chaleur de type air/air, Chauffage"
570,"Surperformance énergétique pour un bâtiment neuf avec label de haute performance énergétique, Gestion et pilotage"
572,"Caisson de ventilation mécanique contrôlée (VMC) à consommation réduite, Ventilation"
573,"Ventilation naturelle hygroréglable, Ventilation"
575,"Programmateur d'intermittence pour un chauffage individuel avec pompe à chaleur existant, Chauffage"
578,"Pompe équipée d'un système de variation électronique de vitesse, Régulation"
582,"Système Solaire Combiné (SSC), Capteur"
583,"Chaudière individuelle de type micro-cogénération à moteur Stirling, Micro/mini-cogénération"
585,"Système de production d'eau chaude sanitaire collective de type pompe à chaleur sur capteur solaire non vitré, Production"
586,"Systèmes hydro-économes, Réseau"
697,"Lampes à sodium basse pression pour éclairage extérieur en remplacement de lampe à vapeur de mercure, Luminaire"
698,"Bloc autonome d'éclairage de sécurité à faible consommation, Gestion et pilotage"
701,"Tube fluorescent de type T5, Luminaire"
705,"Optimisation du traitement d'eau, Traitement de l'eau"
706,"Identification du phénomène de primage, Maintenance"
707,"isolation de la bâche alimentaire, Bâche alimentaire"
708,"Système de contrôle/commande de la combustion, Régulation"
709,"Ratio consommation d'énergie par tonne de vapeur, Echangeur thermique"
710,"Réinjection des condensats dans la bâche alimentaire avec une légère surpression, Bâche alimentaire"
711,"Echangeur de récupération de chaleur, Récupération de chaleur"
712,"Décentralisation de la production de vapeur, Gestion et pilotage"
713,"Analyse de la répartition des consommations électriques, Indicateurs et tableau de bord"
714,"Arrêt des équipements non-utilisés, Bureautique"
715,"Equipements munis du label Energy Star, Bureautique"
716,"Recharge des batteries d'appareils de manutention la nuit, Appareils électriques"
717,"Régulateur pour extinction automatiques des appareils, Régulation"
718,"Contrainte d’efficacité énergétique intégrée lors des travaux réglementaires, Isolation"
719,"Système de Variation Electronique de Vitesse (VEV) sur un moteur électrique, Régulation"
720,"Récupérateur de chaleur sur un compresseur d'air comprimé (hors chauffage des locaux), Récupération de chaleur"
721,"Transformateur à haut rendement pour l'alimentation basse tension d'un site industriel, Transformateur"
722,"Moto-variateur synchrone à aimants permanents, Moteur"
723,"Régulation pour une basse pression flottante, Régulation"
724,"Haute pression flottante, Régulation"
725,"Brûleur avec dispositif de récupération de chaleur sur four industriel, Brûleur"
726,"Système de régulation de tension en éclairage extérieur, Régulation"
727,"Système de maîtrise de la puissance réactive en éclairage extérieur, Gestion et pilotage"
728,"Système de variation de puissance en éclairage extérieur, Régulation"
729,"Luminaire d'éclairage extérieur performant, Luminaire"
731,"Transformateur à haut rendement pour la distribution publique d'électricité, Transformateur"
732,"Production de chaleur renouvelables ou de récupération en réseau, Production"
733,"Injection de mousse isolante dans un caniveau de réseau de chaleur., Réseau"
734,"Réhabilitation d'un poste de livraison de chaleur, Réseau"
736,"Ballon de stockage d'eau chaude de type ""Open Buffer"", Production"
737,"Ballon de stockage d'eau chaude pour les serres agricoles, Production"
738,"Pré-refroidisseur de lait, Récupération de chaleur"
739,"Ordinateur climatique avec module d'intégration de température pour l'agriculture, Chauffage"
742,"Contrôle du moteur d'un tracteur, Maintenance"
743,"Inventaire et évaluation des systèmes de pompage, Gestion et pilotage"
744,"Contrat EJP, Contrat"
745,"Comparaison par rapport à une consommation de référence, et partage des gains aux salariés, Sensibilisation"
746,"Couleurs claires pour les murs, Gestion et pilotage"
748,"Arrêt des appareils électriques, Appareils électriques"
749,"Dégivrage du réfrigérateur, Appareils électriques"
750,"Fermeture des robinets et identification des fuites, Réseau"
752,"Entretien du chauffe eau, Production"
753,"Manipulation des ampoules par le culot pour préserver leur durée de vie, Maintenance"
754,"Programmation des lessives aux heures économiques, Appareils électriques"
755,"Rincage des plats les plus sales sous l'eau froide avant de les mettre au lave vaisselle, Appareils électriques"
756,"Congélateur installé dans une zone sèche, Appareils électriques"
757,"Diminution du temps d'ouverture des portes du réfrigérateur et congélateur, Appareils électriques"
758,"Réglage des équipements frigorifiques à une température optimale, Appareils électriques"
759,"Préférence des douches plutôt que des bains afin d'économiser l'eau., Réseau"
760,"Vérification des fuites au niveau des chasses d'eau, Réseau"
761,"Utilisation d'une chasse d'eau à double commande, Réseau"
763,"Entretien de la chaudière individuelle régulièrement, Maintenance"
765,"Programmation du chauffage en fonction de la présence, Chauffage"
766,"Nettoyage des convecteurs, Chauffage"
767,"Fermeture des rideaux et volets la nuit, Chauffage"
768,"Amélioration de l'isolation de fours à haute température, Maintenance"
769,"Pré-séchage la matière humide par énergie solaire., Séchage"
770,"Utilisation des lignes de production à leur capacité maximale., Gestion et pilotage"
771,"Récupération de la chaleur de l'acier qui refroidit, Récupération de chaleur"
772,"Logiciel embarqué de gestion des déplacements, Gestion et pilotage"
773,"Cartographie des fours, Gestion et pilotage"
774,"Détendeurs électroniques pour optimiser la régulation frigorifique, Détendeur"
776,"Isolation des process chauds, Gestion et pilotage"
777,"Brûleurs haut rendement en remplacement de brûleurs vétustes, Brûleur"
778,"Dimensionnement optimum des compresseurs et remplacement des équipements surdimensionnés., Compresseur"
779,"Diagnostic complet de la production et du réseau d'air comprimé, Gestion et pilotage"
780,"Récupération de la chaleur des procédés industriels, Récupération de chaleur"
781,"Réduction catalytique du N2O dans des usines d'acide nitrique, Gaz industriel"
782,"Destruction de N2O rejeté lors de la production de N2O applicable aux installations existantes, Gaz industriel"
783,"Optimisation de la matière sèche, en amont du process de déshydratation – andainage, Séchage"
784,"Chaufferie biomasse dans l'industrie en remplacement de chaudières à énergie fossile, Valorisation"
785,"Destruction de N2O émis par la production d’acide adipique, Gaz industriel"
786,"Thermo-oxydation des Gaz à Effet de Serre effluents gazeux des installations de production industrielle, Gaz industriel"
787,"Thermo-oxydation du prototype d’azote (N2O) dans les effluents gazeux des installations existantes de production industrielle, Gaz industriel"
789,"Optimisation de la maintenance des moteurs, Maintenance"
790,"Optimisation de l'efficacité des tours de refroidissement, Condenseur"
791,"Régulation de débit par variation électronique de vitesse asservie à la pression, Régulation"
793,"Diminution de la surchauffe, Régulation"
794,"Maintenance des pompes et réseaux d'eau, Maintenance"
796,"Campagne d'analyse de l'énergie réactive par bâtiment, Gestion et pilotage"
797,"Suivi de la facturation d’électricité, Contrat"
798,"Récupération de l'excès de vapeur, Récupération de chaleur"
799,"Réparation du four pour éliminer les entrées d'air sauvages, Maintenance"
800,"Récupération de chaleur pour alimenter un réseau de chaleur urbain, Récupération de chaleur"
801,"Création d'une unité de recyclage et de valorisation des appareils frigorifiques ménagers, Tri"
802,"Développement d'une fonte à faible résistivité, Gestion et pilotage"
803,"Analyse du besoin en froid des procédés pour identifier la répartition des besoins, Gestion et pilotage"
804,"Valorisation des rejets pour créer du biogaz par méthanisation, Valorisation"
805,"Regroupement de plusieurs sites pour réduire les flux de camions, Gestion et pilotage"
806,"Bande transporteuse entre l'arrivée des matières et la zone de rangement., Matériel roulant"
807,"Dispositif de visioconférence sur les sites du groupe, Gestion et pilotage"
808,"Fermeture isolante, Vitrage"
810,"Chauffe-eau thermodynamique individuel à accumulation, Production"
812,"Pompe à chaleur collective à absorption de type air/eau ou eau/eau, Chauffage"
813,"Chaudière de type basse température couplée à une ventilation mécanique contrôlée pilotée par la chaudière, Chaudière"
814,"Chauffe-eau électrique à accumulation de catégorie C, Production"
817,"Porte pour fermeture des meubles frigorifiques de vente à température positive, Meuble frigorifique"
818,"Réduction des apports solaires par la toiture, Isolation"
820,"Pompe à chaleur à absorption de type air/eau ou eau/eau, Chauffage"
821,"Pompe à chaleur à moteur gaz de type air/eau, Chauffage"
823,"Ventilo-convecteur haute performance, Chauffage"
824,"Dé-stratificateur d'air, Chauffage"
826,"Evaporateur performant, Evaporateur"
827,"Gonflage des pneumatiques pour véhicules légers et véhicules utilitaires légers, Maintenance"
828,"Décreusage des pneumatiques de poids lourds, Maintenance"
829,"Changement de catégorie de consommation des véhicules de flottes professionnelles, Matériel roulant"
831,"Récupérateur de chaleur sur un tank à lait, Récupération de chaleur"
832,"Chaufferie biomasse dans l'agriculture, Chaudière"
833,"Pompe à chaleur de type eau/eau ou air/eau dans l'agriculture, Chauffage"
834,"Basse pression flottante dans l'agriculture, Régulation"
835,"Haute pression flottante dans l'agriculture, Régulation"
836,"Double écran thermique pour les serres agricoles, Isolation"
839,"Tube fluorescent haut rendement T8 sur un dispositif d'éclairage, Luminaire"
840,"Formation de chefs d'entreprises, salariés et artisans du bâtiments aux économies d'énergie, Covoiturage"
844,"Ventilation mécanique répartie, Ventilation"
845,"Panneaux rayonnants électriques ou radiateurs à régulation électronique, Chauffage"
846,"Lampe fluo-compacte avec globe de classe B, Luminaire"
847,"Remplacement de lampes à vapeur de mercure par des technologies performantes, Luminaire"
849,"GTC qui contrôle l'éclairage intérieur et extérieur, Gestion et pilotage"
850,"Remplacement des luminaires T8 par des luminaires T5 avec ballast électronique intégré, Gestion et pilotage"
851,"Remplacement des lampes à vapeur de mercure à ballast magnétique par des tubes fluorescents T5, Luminaire"
852,"Remplacement des anciens équipements par des lampes plus efficaces et de puissances inférieures, Gestion et pilotage"
853,"Remplacement des câbles électriques mal dimensionnés, Réseau"
854,"Réglage de la luminosité avec une télécommande, Gestion et pilotage"
855,"Ballasts électroniques de catégorie A2 en remplacement de ballasts ferromagnétiques, Régulation"
856,"Ajout d'interrupteurs pour contrôler l'allumage par zones dans une pièce, Gestion et pilotage"
857,"Gestion Technique Centralisée (GTC) sur les centrales de traitement d'air, Ventilation"
858,"Panneaux photovoltaïques pour alimenter les systèmes d'éclairage, Capteur"
859,"Lampes à sodium haute pression pour éclairage extérieur en remplacement de lampe à vapeur de mercure, Luminaire"
861,"Lampes à décharge avec réduction de la tension d'allumage intégrée, Luminaire"
863,"LED pour la signalisation tricolore, Luminaire"
864,"Vanne d'isolation sur l'arrivée vapeur, Vanne"
865,"Dégazeurs thermiques sur chaudière vapeur, Traitement de l'eau"
866,"Révision du système frigorifique, Gestion et pilotage"
867,"Gestion centralisée de la production frigorifique, Gestion et pilotage"
868,"Compteurs pour suivre la consommation d'eau chaude, Réseau"
869,"Stockage pour récupération de l'eau perdue, Réseau"
870,"Réutilisation du CO2 émis par les process pour injection dans procédé de fermentation, Gaz industriel"
871,"Compresseurs frigorifiques de type Scroll, Centrale froid"
872,"Délestage des équipements électriques, Ajustement production/besoin"
873,"Brûleurs de gaz naturel à veine d'air en remplacement des échangeurs de vapeur, Séchage"
874,"Création d'une installation de prétraitement des effluents, Production"
875,"Brûleur bas-NOX, Brûleur"
876,"Arrêt des pompes quand les process ne tournent plus, Ajustement production/besoin"
877,"Replacement du brûleur et des tubes de l'échangeur du four, Maintenance"
878,"Combustible de meilleure qualité, Gestion et pilotage"
879,"Procédures d'arrêt des fours électriques optimisées, Gestion et pilotage"
881,"Repositionement du bruleur pour être assuré qu'il couvre la totalité de la chambre de combustion., Brûleur"
882,"Amélioration de la conduite du procédé de fours pour acierie et aluminium, Régulation"
883,"Récupération de chaleur sur un four à arc électrique, Récupération de chaleur"
884,"Hottes au dessus des fours pour récupérer la chaleur, Récupération de chaleur"
885,"Optimisation de la consommation de nitrogène dans la production d'acier, Gaz industriel"
886,"Optimisation de la consommation d'oxygène dans la production d'acier, Gaz industriel"
887,"Compteur d'eau pour suivre et comprendre les consommations, Réseau"
888,"Technologie de nettoyage performante adaptée au procédé, Maintenance"
889,"Vérification le dimensionnement et l'utilisation des procédés en comparaison du besoin réel, Gestion et pilotage"
890,"Augmentation de la température de consigne de la boucle d'eau de refroidissement, Ajustement production/besoin"
891,"Variation de l'angle des pales du système tournant, Réseau"
892,"Optimisation de la gestion des circuits électriques, Réseau"
893,"Création d'un poste de gestionnaire de flux, Sensibilisation"
894,"Identification puis remplacement des thermostats défectueux, Régulation"
896,"Identification des sources de déperditions thermiques du bâtiment, Gestion et pilotage"
897,"Analyse thermographique aérienne, Isolation"
898,"Unité de gazéification du bois, Gazéification"
899,"Production de Biodiesel, Biocarburant"
900,"Véhicule fonctionnant au biogaz, Matériel roulant"
901,"Démarche HQE, Management (ISO 50 001)"
902,"Vanne thermo régulée sur un réseau d'eau glacée, Réseau"
903,"Vérification et diminution si possible les températures de chauffe des process, Gestion et pilotage"
904,"Remplacement du système de régulation sur le réseau d'eau chaude sanitaire, Production"
905,"Limiteur de débit sur les douches, Réseau"
906,"Réglage manuel des climatisations, Climatisation"
907,"Dans les hôtels, remplissage prioritaire des chambres au nord en été et des chambres au sud en hiver, Gestion et pilotage"
909,"Chaufferie collective à gaz pour réseau d'eau chaude sanitaire, Production"
910,"Minuteurs sur luminaires intérieurs, Régulation"
912,"Minuteurs sur luminaires extérieurs, Régulation"
913,"Installation d'une éolienne, Production"
914,"Panneau solaire photovoltaïque, Capteur"
915,"Puits canadien pour préchauffer l'air, Chauffage"
916,"Production d'hydrogène pour stocker l'électricité, Hydrogène / Pile à combustible"
917,"Isolation des fourreaux, Chauffage"
918,"Optimisation de la température du circuit de refroidissement des presses, Refroidissement"
919,"Presses à injecter tout-électrique en remplacement de presses à injecter hydrauliques, Circuit de puissance"
920,"Récupération de chaleur sur l'épurateur des fours pour préchauffer la matière entrante, Récupération de chaleur"
921,"Certification HQE, Management (ISO 50 001)"
922,"Récupération de chaleur des compresseurs pour réchauffer le sol sous la chambre froide., Récupération de chaleur"
923,"Saumure pour le dégivrage des évaporateurs chauffée par récupération de chaleur, Récupération de chaleur"
924,"Variation de la courbe de chauffe en fonction de la température extérieure, Régulation"
925,"Electrovanne pour l'optimisation de la régulation, Régulation"
926,"Electrovannes sur les soufflettes d'air comprimé, Soufflette"
928,"Rafraichisseur d'air à évaporation directe, Climatisation"
929,"Bouclage du réseau d'air comprimé, Réseau"
930,"Optimisation de la quantité de produits à sécher, Séchage"
931,"Utilisation d'un four à sole tournante équipé de brûleurs régénératifs, Four"
932,"Sensibilisation du personnel aux coûts de l'énergie, Sensibilisation"
933,"Production au gaz semi-instantanée, Production"
935,"Four à oxycombustion, Brûleur"
936,"Remplacement du four existant par un four plus performant, Four"
937,"Récupérateur de chaleur sur compresseur d'air comprimé pour le chauffage de locaux., Récupération de chaleur"
938,"Utilisation prioritaire des centrales de production les plus proches de l'utilisation du réseau, Ajustement production/besoin"
940,"Optimisation du mode veille des presses à injection, Gestion et pilotage"
941,"Optimisation du dosage des presses, Gestion et pilotage"
942,"Chauffage des moules par induction sur presse à injecter, Chauffage"
943,"Partage des bonnes pratiques entre les sites d'un même groupe, Stratégie et politique"
944,"Clause d'efficacité énergétique dans les contrats d'exploitation et de maintenance, Contrat"
945,"Niveau de pression optimum pour les pompes à vide, Ajustement production/besoin"
946,"Diagnostic énergétique bâtiment, Gestion et pilotage"
947,"Centralisation du refroidissement hydraulique des presses à injection, Refroidissement"
948,"Optimisation du diamètre des vis et fourreaux de presse à injecter et d'unité d'extrusion, Circuit de puissance"
949,"Vérification de la qualité de l'air intérieur, Gestion et pilotage"
950,"Démarche éco-conception, Management (ISO 50 001)"
951,"Compteurs d'énergie thermique, Mesure et comptage d’énergie"
954,"Suppression des bras morts du réseau et parties qui ne sont plus utilisées, Réseau"
955,"Campagne de mesures, Mesure et comptage d’énergie"
956,"Couplage du suivi énergétique avec le suivi de production au moyen de ratios, Indicateurs et tableau de bord"
958,"Optimisation du temps de mise en chauffe des presses, Gestion et pilotage"
959,"Etalement du démarrage des presses, Maintenance"
960,"Option points 10 minutes de la puissance électrique appelée, Contrat"
961,"Emplacement optimisé des systèmes de chauffage radiant, Chauffage"
962,"Remplacement des anciens équipements par des équipements récents plus performants, Chaudière"
963,"Isolation hydraulique des chaudières quand elles ne sont pas utilisées, Régulation"
965,"Amélioration du séchage de la vapeur, Gestion et pilotage"
966,"Station météo couplée à la GTC, Chauffage"
967,"Nettoyage du système d'eau de process, Production"
968,"Récupération instantanée de chaleur sur eaux grises pour la production d'ECS, Production"
969,"Fermetures des meubles frigorifiques de vente à température négative, Meuble frigorifique"
970,"Système de management de l'énergie (norme ISO 50 001), Management (ISO 50 001)"
971,"Compresseur basse pression à vis, Compresseur"
974,"Système de management hors certification, Management (ISO 50 001)"
975,"Mesure et optimisation des consommations de carburant pour une unité de transport fluvial, Report modal"
976,"Carénage sur une unité de transport fluvial, Report modal"
977,"Tracteur routier optimisé, Matériel roulant"
978,"Pompe à chaleur de type eau/eau ou air/eau pour le chauffage de serres horticoles, Chauffage"
979,"Récupérateur de chaleur à condensation pour serres horticoles, Récupération de chaleur"
980,"Diminution des éclairages décoratifs, Régulation"
981,"Certification ISO 14 001, Management (ISO 50 001)"
983,"Disposition de l'éclairage parallèle aux allées, Gestion et pilotage"
984,"Camion de norme Euro 4 ou Euro 5, Matériel roulant"
985,"Optimisation du chargement des camions, Gestion et pilotage"
986,"Unité de production d'énergie géothermique, Géothermie"
987,"Micro éolienne pour alimenter les éclairages extérieurs, Production"
989,"Récupération de l'eau de pluie, Réseau"
990,"Collectes des cartons et palettes pour incinération, Tri"
991,"Compostage des déchets, Valorisation"
992,"Tri des déchets dangereux, Tri"
993,"Collecte sélective porte à porte, Tri"
994,"Bassins de rétention pour nettoyage des camions, Gestion et pilotage"
995,"Utilisation de papiers recyclables / recyclés, Valorisation"
996,"Suppression des prospectus, Tri"
997,"Diminution des déchets plastiques, Tri"
998,"Valorisation des produits éco-emballés, Valorisation"
1000,"Adaptation des horaires de l'éclairage à l'occupation des bâtiments, Régulation"
1001,"Soufflettes d'air comprimé plus performantes, Soufflette"
1002,"Amélioration du système d'eau glacée, Gestion et pilotage"
1003,"Remplacement des chaudières vieillissantes par des équipements performants, Chaudière"
1004,"Vanne permettant de moduler la pression de distribution de la vapeur, Vanne"
1005,"Optimisation des températures de séchage, Séchage"
1006,"Isolation des séchoirs, Séchage"
1007,"Séchoirs performants, Séchage"
1008,"Vanne permettant d'isoler le départ vapeur, Vanne"
1009,"Optimisation de la bâche d'eau glacée, Stockage"
1010,"Système de commande prédictive sur un four, Régulation"
1011,"Traitement efficaces des effluents, Production"
1012,"Augmentation du taux de recyclage des rebuts plastiques des presses à injecter, Valorisation"
1013,"Four pâtissier électrique de haute qualité énergétique, Four"
1014,"Variation électronique de vitesse sur hotte d'aspiration des procédés, Régulation"
1016,"Séchage et vente de bois, Récupération de chaleur"
1017,"Récupération de chaleur pour préchauffer l'air comburant, Récupération de chaleur"
1018,"Isolation et la recirculation du stockage de carburant, Gestion et pilotage"
1019,"Chaudières à lit fluidisés, Four"
1020,"Amélioration du système d'alimentation en combustible, Brûleur"
1021,"Capteur de poussières électrique, Gestion et pilotage"
1022,"Remplacement des chaudières vétustes, Chaudière"
1023,"Chaudières performantes à résidus de distillation, Valorisation"
1024,"Récupération de l'eau de vache des évaporateurs, Réseau"
1025,"Récupération de la chaleur des tours de séchage, Séchage"
1026,"Optimisation de la logistique, Gestion et pilotage"
1027,"Optimisation du cycle de synthèse de l'ammoniac, Gaz industriel"
1028,"Construire un réseau de gaz naturel haute pression, Gaz industriel"
1029,"Réparation des fuites des conduites contenant des produits chimiques, Maintenance"
1030,"Unité d'oxygène enrichi, Gaz industriel"
1031,"Amélioration du programme de gestion des fuites, Réseau"
1032,"Turbine à contrepression, Cogénération grande taille"
1033,"Récupération de la chaleur des eaux perdues, Réseau"
1034,"Optimisation de l'apport d'oxygène grâce à une sonde CO2 liée à une régulation sur le ventilateur, Régulation"
1035,"Optimisation des transferts de chaleur, Gestion et pilotage"
1036,"Récupération de chaleur lorsque le produit se refroidit à l'air, Récupération de chaleur"
1037,"Récupérateur de chaleur sur groupe d'eau glacée, Récupération de chaleur"
1039,"Optimisation de la pression de fonctionnement, Cogénération grande taille"
1041,"Nettoyage de l'économiseur, Maintenance"
1042,"Vérification de la turbine installée par rapport à sa charge, Cogénération grande taille"
1043,"Optimisation du circuit du réseau vapeur, Réseau"
1044,"Suppression des ASI (alimentation sans interruption) redondantes, Gestion et pilotage"
1045,"Arrêt des serveurs pendant les périodes de faible charge, Bureautique"
1046,"Fonctionnement des ASI (alimentation sans interruption) en mode by-pass, Régulation"
1047,"Isolation des courants d'air chaud et froids dans les data-centers, Récupération de chaleur"
1048,"Groupe à eau glacée de haute efficacité, Centrale froid"
1049,"Programmes de contrôle différent pour chaque groupe froid, Régulation"
1050,"Réparation des gaines ou conduites perforées, Maintenance"
1051,"Fermeture des faux plafonds pour diminuer le volume d'air conditionné., Ajustement production/besoin"
1052,"Augmentation de la température de consigne de climatisation, Climatisation"
1053,"Consigne de déshumidifier au strict nécessaire, Gestion et pilotage"
1054,"Amélioration de la récupération des produits utilisés, Valorisation"
1055,"Modification du process pour limiter la consommation énergétique, Gestion et pilotage"
1056,"Réduction de l'utilisation de l'air comprimé et diminution des mauvais usages de l'air comprimé, Ajustement production/besoin"
1057,"Contrôle des débits d'air, Régulation"
1058,"Contrôle des conditions de fonctionnement, Traitement de l'air"
1060,"Echangeurs de pression, Ajustement production/besoin"
1061,"Variateur de vitesse sur compresseur d'air, Régulation"
1062,"Chauffage en toiture gaz, Chauffage"
1064,"Retrofit du combustible Fioul au combustible Gaz, Gestion et pilotage"
1065,"Optimisation du système de distribution, Réseau"
1067,"Joints d'étanchéité et de ballet pour les portes, Etanchéité et infiltrations"
1068,"Réduction de la consommation des distributeurs de confiseries et boissons, Bureautique"
1070,"Moteur à haut rendement IE3 (premium), Moteur"
1071,"Rénovation totale du bâtiment, Maintenance"
1072,"Récupération des vapeurs des produits chimiques, Gaz industriel"
1073,"Isolation des canalisations et vannes chaudes non isolées, Réseau"
1074,"Construction sur vide sanitaire, Isolation"
1075,"Purge des radiateurs, Chauffage"
1076,"Nettoyage des filtres à air des tours de refroidissement, Condenseur"
1077,"Micro-cogénération, Micro/mini-cogénération"
1078,"Certification EN 16 001, Management (ISO 50 001)"
1080,"Radiants en remplacement de systèmes de chauffage convectif au gaz, Chauffage"
1081,"Sondes CO2 pour adapter la ventilation au besoin réel, Ventilation"
1082,"Chaudière d'appoint à la chaudière biomasse, Chaudière"
1083,"Transport de la chaleur thermique via un réseau de chaleur, Ajustement production/besoin"
1085,"Nouvelle tour de refroidissement pour réduire l'utilisation d'eau dans le process, Production"
1087,"Réduction du taux de purge de la chaudière par un système de contrôle., Traitement de l'eau"
1088,"Osmose inverse pour l'optimisation du traitement de l'eau, Traitement de l'eau"
1090,"Pile à combustible pour produire de l'électricité, Hydrogène / Pile à combustible"
1091,"Passer à une coulée continue pour la production d'acier., Gestion et pilotage"
1092,"Remplacement des compresseurs d'air au diesel par des compresseurs à vapeur, Compresseur"
1093,"Système de purges automatique sur les tours de refroidissement, Condenseur"
1094,"Récupération du gaz de torche grâce à un compresseur, Torchage"
1095,"Centrale frigorifique CO2 transcritique de type booster, Centrale froid"
1096,"Ventilation par déplacements, Gestion et pilotage"
1097,"Optimisation des niveaux de consignes des échangeurs, Echangeur thermique"
1098,"Identification des équipements responsables de la consommation talon, Indicateurs et tableau de bord"
1099,"Toiture végétalisée ou une réserve d'eau comme tampon thermique, Isolation"
1100,"Arrêt des équipements chauffage situés proche de sources émettant de la chaleur, Chauffage"
1101,"Optimisation des éléments chauffant infrarouge des unités de thermoformage, Circuit de puissance"
1102,"Limitant du fonctionnement à charge partielle des anciennes chaudières, Gestion et pilotage"
1103,"Unités de découpe laser performantes, Gestion et pilotage"
1104,"Optimisation de la performance énergétique des presses hydrauliques, Circuit de puissance"
